t,m,i,F 00-03,F 04-08,F 09-13,F 14-18,F 19-30,F 31-50,F 51+,M 00-03,M 04-08,M 09-13,M 14-18,M 19-30,M 31-50,M 51+,M NA,log HSize,F NA
2017-18,Ségou,533008,1,,,,1,,,1,1,,,,1,,,1.609437912,
2017-18,Ségou,533009,,,1,,2,1,,,,,,,1,,,1.609437912,
2017-18,Ségou,534001,,1,,,1,,1,,,,,1,,,,1.386294361,
2017-18,Ségou,534002,,,,1,2,,1,2,1,1,,,,1,,2.197224577,
2017-18,Ségou,534003,,,,,1,1,1,,,,1,1,,1,,1.791759469,
2017-18,Ségou,534004,,,,,,1,,1,2,,,1,1,,,1.791759469,
2017-18,Ségou,534005,,,2,,1,1,,,,,1,1,,1,,1.945910149,
2017-18,Ségou,534006,,,2,,,2,,,1,,1,,,1,,1.945910149,
2017-18,Ségou,534007,,2,2,,2,,,1,,,,,2,,,2.197224577,
2017-18,Ségou,534008,,,,,,,1,,,1,,,,1,,1.098612289,
2017-18,Ségou,534009,,1,,,1,1,,1,,,1,,1,,,1.791759469,
2017-18,Ségou,535001,,,,3,,,1,,,,1,,,1,,1.791759469,
2017-18,Ségou,535002,,1,2,2,1,,,,,,1,,1,,,2.079441542,
2017-18,Ségou,535003,,,,1,,1,1,,1,1,1,,1,,,1.945910149,
2017-18,Ségou,535004,,2,,,2,,,2,1,,,,1,,,2.079441542,
2017-18,Ségou,535005,,1,1,1,,1,1,,,2,,,,1,,2.079441542,
2017-18,Ségou,535006,,,,,1,,1,1,2,1,,,1,,,1.945910149,
2017-18,Ségou,535007,,1,1,,,,1,,2,1,1,,,1,,2.079441542,
2017-18,Ségou,535008,,,,,1,,,1,,,,,1,,,1.098612289,
2017-18,Ségou,535009,,1,,,,1,1,,1,,3,,1,,,2.079441542,
2017-18,Ségou,536001,3,4,2,1,3,3,,1,2,2,1,2,3,,,3.295836866,
2017-18,Ségou,536002,2,2,,1,4,,,1,1,1,,2,1,1,,2.772588722,
2017-18,Ségou,536003,1,3,1,,1,1,,1,2,1,,,2,,,2.564949357,
2017-18,Ségou,536004,,3,1,2,,1,,,1,1,1,1,,1,,2.48490665,
2017-18,Ségou,536005,,3,,1,1,2,,,,,1,3,1,,,2.48490665,
2017-18,Ségou,536006,,,1,1,,1,,,1,1,1,1,,1,,2.079441542,
2017-18,Ségou,536007,,2,1,1,1,2,,2,1,1,,1,,1,,2.564949357,
2017-18,Ségou,536008,2,,,1,1,,1,1,2,,,,1,,,2.197224577,
2017-18,Ségou,536009,1,,1,3,1,1,,2,1,,2,1,1,,,2.63905733,
2017-18,Ségou,537001,,1,1,3,1,1,,,,,,1,1,1,,2.302585093,
2017-18,Ségou,537002,1,1,,1,2,,,2,2,,1,3,,,,2.564949357,
2017-18,Ségou,537003,1,1,1,2,,1,,1,1,1,2,2,,1,,2.63905733,
2017-18,Ségou,537004,,,,,1,1,,,,1,1,2,1,,,1.945910149,
2017-18,Ségou,537005,,,,,2,,1,,,,,1,,1,,1.609437912,
2017-18,Ségou,537006,,2,1,,1,1,,,2,3,1,,,1,,2.48490665,
2017-18,Ségou,537007,2,1,,,2,2,,,,1,1,2,1,1,,2.564949357,
2017-18,Ségou,537008,,,,,,1,,,,1,1,,1,,,1.386294361,
2017-18,Ségou,537009,,2,2,1,,1,,,,,2,,,1,,2.197224577,
2017-18,Ségou,538001,2,,1,1,,2,,,3,1,2,,1,,,2.564949357,
2017-18,Ségou,538002,,2,,1,,1,,,1,1,1,,1,,,2.079441542,
2017-18,Ségou,538003,1,1,1,1,3,2,,1,2,,1,3,1,1,,2.890371758,
2017-18,Ségou,538004,,2,2,,1,2,,,3,,,,,1,,2.397895273,
2017-18,Ségou,538005,1,,1,2,3,2,,,,,1,4,,2,,2.772588722,
2017-18,Ségou,538006,,2,,,1,,2,,1,,,,1,,,1.945910149,
2017-18,Ségou,538007,1,1,1,,,2,,,1,,,,,1,,1.945910149,
2017-18,Ségou,538008,,1,1,1,,1,,,,,1,,1,,,1.791759469,
2017-18,Ségou,538009,,,,,4,,1,1,,,,1,,1,,2.079441542,
2017-18,Ségou,539001,1,1,1,,2,2,,2,3,2,2,2,,1,,2.944438979,
2017-18,Ségou,539002,,2,,,1,1,,1,,,,1,,,,1.791759469,
2017-18,Ségou,539003,,,1,,,2,1,1,1,1,,,2,,,2.197224577,
2017-18,Ségou,539004,,2,2,1,2,1,1,,1,2,2,,3,1,,2.890371758,
2017-18,Ségou,539005,1,4,4,2,4,2,,4,6,2,,,3,1,,3.496507561,
2017-18,Ségou,539006,1,,3,2,,3,,1,2,1,,,1,,,2.63905733,
2017-18,Ségou,539007,1,3,4,,4,1,,,1,,,1,,1,,2.772588722,
2017-18,Ségou,539008,,2,,,2,,,1,1,1,,,1,,,2.079441542,
2017-18,Ségou,539009,2,3,1,4,,3,,,2,2,1,,1,1,,2.995732274,
2017-18,Kayes,54001,,,,1,,1,,,,,1,1,,1,,1.609437912,
2017-18,Kayes,54002,1,,,,1,,1,1,1,,2,1,,1,,2.197224577,
2017-18,Kayes,54003,1,,,,1,,1,,,,,,1,1,,1.609437912,
2017-18,Kayes,54004,,2,2,1,,2,,2,1,,,1,,1,,2.48490665,
2017-18,Kayes,54005,3,1,,,1,2,,1,2,2,,,3,,,2.708050201,
2017-18,Kayes,54006,1,,1,1,,2,,2,1,1,2,1,,,,2.48490665,
2017-18,Kayes,54007,,,1,1,1,1,,,,2,,,,1,,1.945910149,
2017-18,Kayes,54008,,,,1,,2,,1,,,1,1,,1,,1.945910149,
2017-18,Kayes,54009,1,2,1,,,2,1,,1,,1,,,1,,2.302585093,
2017-18,Ségou,540001,1,4,1,2,1,2,1,,,2,1,,,1,,2.772588722,
2017-18,Ségou,540002,,3,2,2,3,2,1,3,3,1,2,2,2,1,,3.295836866,
2017-18,Ségou,540003,2,1,,2,1,1,1,,2,,,,2,1,,2.564949357,
2017-18,Ségou,540004,,1,2,,,1,,,1,,,,1,,,1.791759469,
2017-18,Ségou,540005,,,,,1,,,,1,1,,,1,,,1.386294361,
2017-18,Ségou,540006,2,1,,,3,,,,5,1,,1,1,,,2.63905733,
2017-18,Ségou,540007,1,3,1,,2,1,,1,,,,,2,,,2.397895273,
2017-18,Ségou,540008,,1,1,1,1,,1,,2,1,,,1,1,,2.302585093,
2017-18,Ségou,540009,1,4,2,,5,2,1,1,1,2,5,,2,1,,3.295836866,
2017-18,Ségou,541001,1,,,,2,,,,1,,1,,1,,,1.791759469,
2017-18,Ségou,541002,1,2,1,,4,1,,,2,2,2,2,,1,,2.890371758,
2017-18,Ségou,541003,,,,,2,,,2,3,,,1,,,,2.079441542,
2017-18,Ségou,541004,1,1,,,1,1,,,3,2,1,1,1,,,2.48490665,
2017-18,Ségou,541005,,1,,2,,2,1,1,1,,1,,1,,,2.302585093,
2017-18,Ségou,541006,,,,,1,,,1,2,1,,,1,,,1.791759469,
2017-18,Ségou,541007,1,1,,,2,1,,1,2,1,3,1,,1,,2.63905733,
2017-18,Ségou,541008,,,1,,2,1,,1,2,2,,1,,1,,2.397895273,
2017-18,Ségou,541009,1,1,,2,2,,1,,1,2,,2,1,1,,2.63905733,
2017-18,Ségou,542001,,2,1,,1,,1,1,,,,1,,1,,2.079441542,
2017-18,Ségou,542002,1,,,,1,,,,1,,,,1,,,1.386294361,
2017-18,Ségou,542003,1,,,,1,,,,1,,,1,,,,1.386294361,
2017-18,Ségou,542004,,,1,,,2,,,,1,,1,,1,,1.791759469,
2017-18,Ségou,542005,1,1,1,1,,1,,,,3,1,2,1,,,2.48490665,
2017-18,Ségou,542006,1,3,,,1,1,,,3,,2,,1,,,2.48490665,
2017-18,Ségou,542007,,,,,1,,,1,1,,,1,,,,1.386294361,
2017-18,Ségou,542008,1,1,,,1,,,,,,,1,,,,1.386294361,
2017-18,Ségou,542009,,,,,1,,,,1,,,1,,,,1.098612289,
2017-18,Ségou,543001,2,1,,,1,1,,,,2,,,2,,,2.197224577,
2017-18,Ségou,543002,,1,1,1,1,,,,,1,,1,1,,,1.945910149,
2017-18,Ségou,543003,,,1,1,1,,1,,1,2,,1,,1,,2.197224577,
2017-18,Ségou,543004,,3,,,,1,,,,,,1,2,,,1.945910149,
2017-18,Ségou,543006,,,,,,1,,,3,1,1,1,1,1,,2.197224577,
2017-18,Ségou,543007,1,1,,,1,1,,,,,,1,1,,,1.791759469,
2017-18,Ségou,543008,1,2,,,1,1,,,,1,1,,2,,,2.197224577,
2017-18,Ségou,543009,1,1,1,,,1,,,,,2,1,,1,,2.079441542,
2017-18,Ségou,544001,,,,,1,1,,,1,2,,,1,1,,1.945910149,
2017-18,Ségou,544002,,1,1,,1,1,,,1,1,1,1,,1,,2.197224577,
2017-18,Ségou,544003,,2,,1,1,1,,,,2,2,,1,1,,2.397895273,
2017-18,Ségou,544004,,2,1,1,1,1,,,3,,,,1,1,,2.397895273,
2017-18,Ségou,544005,,1,2,1,1,1,,,1,,,,1,1,,2.197224577,
2017-18,Ségou,544006,,2,,,1,1,,1,,1,1,,1,1,,2.197224577,
2017-18,Ségou,544007,,1,2,1,1,1,,,2,2,,,1,1,,2.48490665,
2017-18,Ségou,544008,,,,,1,1,,,3,2,,,2,,,2.197224577,
2017-18,Ségou,544009,,1,,,,2,,1,3,3,,,1,1,,2.48490665,
2017-18,Ségou,545001,,1,,1,2,,1,,1,,,1,1,1,,2.197224577,
2017-18,Ségou,545002,,1,,1,,1,,,1,,1,1,1,,,1.945910149,
2017-18,Ségou,545003,1,2,,,1,1,,,,1,,,1,1,,2.079441542,
2017-18,Ségou,545004,,,,1,1,1,,,2,1,,2,1,,,2.197224577,
2017-18,Ségou,545005,,3,1,,1,1,,,,,,,1,1,,2.079441542,
2017-18,Ségou,545006,,3,,1,,1,,,,,,1,1,,,1.945910149,
2017-18,Ségou,545007,,,,,1,1,,,1,,,3,1,,,1.945910149,
2017-18,Ségou,545008,1,1,,,1,,1,,1,1,,1,,1,,2.079441542,
2017-18,Ségou,545009,1,,,1,,1,,,1,,,2,1,,,1.945910149,
2017-18,Ségou,546001,1,2,1,1,2,2,,,1,2,2,,1,1,,2.772588722,
2017-18,Ségou,546002,3,3,2,,,2,,,1,,1,1,1,,,2.63905733,
2017-18,Ségou,546003,1,,1,1,,,1,,1,1,1,1,,2,,2.302585093,
2017-18,Ségou,546004,1,1,,1,,,1,,1,,1,2,1,1,,2.302585093,
2017-18,Ségou,546005,1,,1,,2,2,,2,2,2,3,1,1,,,2.833213344,
2017-18,Ségou,546006,1,,,1,1,2,,,1,,,2,,1,,2.197224577,
2017-18,Ségou,546007,,,1,1,1,,,,3,,1,,1,,,2.079441542,
2017-18,Ségou,546008,3,1,2,,1,1,1,1,3,1,,,1,,,2.708050201,
2017-18,Ségou,546009,,1,,,,1,1,,1,,,,,1,,1.609437912,
2017-18,Ségou,547001,,3,,,,1,,1,,2,1,1,1,,,2.302585093,
2017-18,Ségou,547002,1,,1,1,,1,1,,1,1,,,1,,,2.079441542,
2017-18,Ségou,547003,2,,,2,1,1,1,,,1,1,2,,1,,2.48490665,
2017-18,Ségou,547004,,1,1,1,,1,1,1,,2,4,2,,1,,2.708050201,
2017-18,Ségou,547005,,3,4,1,,2,,1,2,,,1,1,,,2.708050201,
2017-18,Ségou,547006,,2,1,1,,1,,1,1,1,2,2,1,,,2.564949357,
2017-18,Ségou,547007,,,,2,1,1,,,2,,1,4,1,1,,2.564949357,
2017-18,Ségou,547008,,1,1,2,1,1,,1,,,,1,1,,,2.197224577,
2017-18,Ségou,547009,1,1,,,1,1,,1,,,1,1,1,,,2.079441542,
2017-18,Ségou,548001,2,3,2,,3,,1,1,2,,1,,2,,,2.833213344,
2017-18,Ségou,548002,4,3,1,2,2,,1,1,1,,,,,,,2.708050201,
2017-18,Ségou,548003,,,,,1,2,,,,,,,,1,,1.386294361,
2017-18,Ségou,548004,,,4,2,,3,,,,1,1,2,2,2,,2.833213344,
2017-18,Ségou,548005,,1,1,1,,1,,,,2,,1,,1,,2.079441542,
2017-18,Ségou,548006,,1,,,,1,1,,,,,,1,1,,1.609437912,
2017-18,Ségou,548007,3,,,,4,,1,1,1,,,1,2,1,,2.63905733,
2017-18,Ségou,548008,,,1,,1,1,,,2,,2,1,,1,,2.197224577,
2017-18,Ségou,548009,1,,2,2,,2,,,1,1,,1,,1,,2.397895273,
2017-18,Ségou,549001,,,,2,1,1,,,,,,2,,1,,1.945910149,
2017-18,Ségou,549002,1,1,2,,,3,,,1,3,2,3,1,2,,2.944438979,
2017-18,Ségou,549003,3,1,2,1,2,2,,1,2,2,2,1,,2,,3.044522438,
2017-18,Ségou,549004,1,2,,,3,,1,2,2,1,,2,,,,2.63905733,
2017-18,Ségou,549005,1,2,,3,3,3,,1,,3,1,2,1,1,,3.044522438,
2017-18,Ségou,549006,,,1,1,,2,1,1,,,,3,,1,,2.302585093,
2017-18,Ségou,549007,,1,1,,,1,,,1,,,,,1,,1.609437912,
2017-18,Ségou,549008,2,1,,3,1,2,,,1,1,2,2,,1,,2.772588722,
2017-18,Ségou,549009,,2,1,,2,,,,1,1,,,,1,,2.079441542,
2017-18,Kayes,55001,3,2,,,1,1,,1,,1,1,,,1,,2.397895273,
2017-18,Kayes,55002,,,,,,1,1,,,,1,,,1,,1.386294361,
2017-18,Kayes,55003,1,2,,,2,,1,1,,1,,1,1,,,2.302585093,
2017-18,Kayes,55004,1,,,1,,1,,,,1,1,1,,,,1.791759469,
2017-18,Kayes,55005,1,1,,,2,,1,1,2,,1,,1,,,2.302585093,
2017-18,Kayes,55006,1,1,1,,,1,,1,1,1,,,1,,,2.079441542,
2017-18,Kayes,55007,1,,1,1,,2,3,2,,,,2,,,,2.48490665,
2017-18,Kayes,55008,1,1,1,,1,1,1,,,2,1,,2,,,2.397895273,
2017-18,Kayes,55009,,,2,,,2,,,3,,1,,,1,,2.197224577,
2017-18,Ségou,550001,,,,,1,,,,,1,,,1,,,1.098612289,
2017-18,Ségou,550002,,1,,,1,,,1,1,,,,1,,,1.609437912,
2017-18,Ségou,550003,,,1,2,1,,1,,1,1,1,2,,1,,2.397895273,
2017-18,Ségou,550004,,,,,1,,,,2,,2,,1,,,1.791759469,
2017-18,Ségou,550005,,1,,,2,,,1,2,,,,1,,,1.945910149,
2017-18,Ségou,550006,,,,,,,1,1,1,,1,,,,,1.386294361,
2017-18,Ségou,550007,,,1,,2,,,,,,,,1,,,1.386294361,
2017-18,Ségou,550008,,2,,,1,,1,,1,,,1,,,,1.791759469,
2017-18,Ségou,550009,1,,,,1,,,1,1,,,,1,,,1.609437912,
2017-18,Ségou,551001,,,,1,,,1,,,,,1,,1,,1.386294361,
2017-18,Ségou,551002,,1,1,,,1,,1,1,1,1,2,1,,,2.302585093,
2017-18,Ségou,551003,,1,2,1,,1,,2,,,,1,1,,,2.197224577,
2017-18,Ségou,551004,1,1,,,3,2,,1,3,1,,1,,1,,2.63905733,
2017-18,Ségou,551005,,,,,1,,,2,,,,,1,,,1.386294361,
2017-18,Ségou,551006,,2,2,,,2,,3,2,1,2,3,,1,,2.890371758,
2017-18,Ségou,551007,1,,,,,1,,1,2,,,,1,,,1.791759469,
2017-18,Ségou,551008,1,,,2,1,,1,,,,,1,2,1,,2.197224577,
2017-18,Ségou,551009,1,2,3,3,5,4,,3,8,3,1,7,2,1,,3.761200116,
2017-18,Ségou,552002,,1,,2,2,1,,2,3,,,1,2,1,,2.708050201,
2017-18,Ségou,552003,2,,1,,,2,,2,2,2,1,1,1,,,2.63905733,
2017-18,Ségou,552004,4,3,,1,4,1,,5,1,,,1,3,,,3.135494216,
2017-18,Ségou,552005,1,1,,,1,1,,3,1,,1,1,1,,,2.397895273,
2017-18,Ségou,552006,,,,,,1,,,,1,1,,1,,,1.386294361,
2017-18,Ségou,552007,1,4,1,3,,2,,,2,1,2,1,,1,,2.890371758,
2017-18,Ségou,552008,1,,,1,1,2,,1,2,1,2,3,,1,,2.708050201,
2017-18,Ségou,552009,3,5,1,1,4,1,1,2,1,,1,3,2,1,,3.258096538,
2017-18,Ségou,554001,,,1,,2,1,1,2,2,2,,,1,,,2.48490665,
2017-18,Ségou,554002,,,,1,,1,1,1,2,2,1,,,1,,2.302585093,
2017-18,Ségou,554003,1,,1,,1,1,,,1,,1,,1,,,1.945910149,
2017-18,Ségou,554004,1,2,,,1,1,,1,2,,,1,2,,,2.397895273,
2017-18,Ségou,554005,1,2,,,,2,,,,2,1,1,1,1,,2.397895273,
2017-18,Ségou,554006,1,,,,1,,,1,,,,,1,,,1.386294361,
2017-18,Ségou,554007,,1,,,1,2,1,1,,,2,1,,1,,2.302585093,
2017-18,Ségou,554008,,1,,,1,,,1,1,,,1,,1,,1.791759469,
2017-18,Ségou,554009,,1,,,1,,1,,1,1,,1,1,1,,2.079441542,
2017-18,Ségou,555001,2,1,1,,3,1,1,2,3,,2,1,,1,,2.890371758,
2017-18,Ségou,555002,,1,,,2,1,1,,1,3,2,1,,1,,2.564949357,
2017-18,Ségou,555003,,,,,2,,1,,4,,1,1,2,,,2.397895273,
2017-18,Ségou,555004,,,1,,,1,,1,2,,1,,1,,,1.945910149,
2017-18,Ségou,555005,,,,,2,,1,1,2,,,1,,,,1.945910149,
2017-18,Ségou,555006,,1,,,1,,1,,1,,,1,,,,1.609437912,
2017-18,Ségou,555007,1,1,,,1,1,,2,1,,,1,,1,,2.197224577,
2017-18,Ségou,555008,1,1,,1,,1,,1,,,1,,1,,,1.945910149,
2017-18,Ségou,555009,,2,,,1,,,1,,1,1,,1,,,1.945910149,
2017-18,Ségou,556001,,,,,1,,1,,,,,1,1,1,,1.609437912,
2017-18,Ségou,556002,1,2,2,,1,,1,,,,,,1,,,2.079441542,
2017-18,Ségou,556003,,,,,3,,1,3,1,1,,3,,1,,2.564949357,
2017-18,Ségou,556004,,,,,,1,,,1,2,1,1,,1,,1.945910149,
2017-18,Ségou,556005,,,1,1,,,1,,,,1,1,,,,1.609437912,
2017-18,Ségou,556006,,,,,1,1,,,,1,1,1,1,,,1.791759469,
2017-18,Ségou,556007,,2,2,,,2,,1,1,,,,,1,,2.197224577,
2017-18,Ségou,556008,1,,,,1,1,1,,,1,,3,,1,,2.197224577,
2017-18,Ségou,556009,,,,2,,,1,2,,1,,2,,1,,2.197224577,
2017-18,Ségou,557001,3,,2,,3,1,,1,2,2,,2,2,,,2.890371758,
2017-18,Ségou,557002,,2,2,1,,1,,1,1,,,,1,,,2.197224577,
2017-18,Ségou,557003,2,2,,,1,1,1,1,1,5,1,,1,,,2.772588722,
2017-18,Ségou,557004,1,,,1,,1,,1,1,1,,1,1,,,2.079441542,
2017-18,Ségou,557005,1,,,,1,,,,2,,,,1,,,1.609437912,
2017-18,Ségou,557006,2,2,,,3,2,1,2,,,1,2,2,2,,2.944438979,
2017-18,Ségou,557007,,,1,1,1,1,,,,1,1,3,,1,,2.302585093,
2017-18,Ségou,557008,,2,,,2,,1,1,,1,,1,1,,,2.197224577,
2017-18,Ségou,557009,1,2,1,,2,,,2,1,,1,,1,,,2.397895273,
2017-18,Ségou,558001,1,1,,,,1,,,1,1,2,,,1,,2.079441542,
2017-18,Ségou,558002,2,1,1,,,1,,,,,,,1,,,1.791759469,
2017-18,Ségou,558003,4,3,,,3,,1,2,2,,,2,,,,2.833213344,
2017-18,Ségou,558004,4,1,,,2,2,,1,,,,,2,1,,2.564949357,
2017-18,Ségou,558005,1,,1,,,1,,,,1,1,1,,1,,1.945910149,
2017-18,Ségou,558006,,1,,2,2,,1,1,4,2,,1,1,,,2.708050201,
2017-18,Ségou,558007,1,1,,,2,,2,,,,1,1,2,1,,2.397895273,
2017-18,Ségou,558008,,1,1,,1,3,,,,,2,1,1,1,,2.397895273,
2017-18,Ségou,558009,,,,,1,,,,2,,,,1,1,,1.609437912,
2017-18,Ségou,559001,,,,1,,,2,,,1,,,,1,,1.609437912,
2017-18,Ségou,559002,1,3,1,,1,1,,1,,,,,1,,,2.197224577,
2017-18,Ségou,559003,,,,1,,1,,,2,,,,1,,,1.609437912,
2017-18,Ségou,559004,1,,,3,2,1,,,,,1,1,,1,,2.302585093,
2017-18,Ségou,559005,1,1,,,4,,1,2,,1,3,4,1,,,2.890371758,
2017-18,Ségou,559006,,1,,,1,1,,,1,,2,,,1,,1.945910149,
2017-18,Ségou,559007,,,,6,2,1,1,,3,1,2,2,1,3,,3.091042453,
2017-18,Ségou,559008,1,3,1,1,1,2,,2,1,1,1,1,1,,,2.772588722,
2017-18,Ségou,559009,,,,,,,1,,1,,,2,,1,,1.609437912,
2017-18,Kayes,56001,2,2,,1,2,1,,1,1,,,,1,1,,2.48490665,
2017-18,Kayes,56002,,1,1,2,,2,,,1,1,,1,,1,,2.302585093,
2017-18,Kayes,56003,1,1,,,,1,,,1,3,1,1,1,,,2.302585093,
2017-18,Kayes,56004,1,,1,,1,,,1,1,1,,,2,,,2.079441542,
2017-18,Kayes,56005,,,,3,,2,,,1,,,1,,1,,2.079441542,
2017-18,Kayes,56006,,1,,,1,,1,2,,,,3,,,,2.079441542,
2017-18,Kayes,56007,1,,2,1,1,2,,1,1,1,2,2,,1,,2.708050201,
2017-18,Kayes,56008,,,1,,1,,1,1,,,1,,1,1,,1.945910149,
2017-18,Kayes,56009,1,1,2,1,1,1,,1,1,,,2,,1,,2.48490665,
2017-18,Ségou,560001,1,,,,2,,1,2,3,1,2,1,3,,,2.772588722,
2017-18,Ségou,560002,,,1,,1,,1,1,2,,1,1,,1,,2.197224577,
2017-18,Ségou,560003,,1,,,1,1,,1,1,1,,1,1,1,,2.197224577,
2017-18,Ségou,560004,,2,1,,,2,,,,,2,1,,2,,2.302585093,
2017-18,Ségou,560005,,1,,,1,,1,1,3,1,,,1,,,2.197224577,
2017-18,Ségou,560006,,2,,1,1,2,,1,3,,,,1,1,,2.48490665,
2017-18,Ségou,560007,1,,3,1,,2,,,,1,,2,1,,,2.397895273,
2017-18,Ségou,560008,1,,,1,,1,1,,1,,2,,1,,,2.079441542,
2017-18,Ségou,560009,,2,,,,1,1,,,1,1,,1,,,1.945910149,
2017-18,Ségou,561001,1,1,1,1,,1,,2,,1,,,1,,,2.197224577,
2017-18,Ségou,561002,1,,1,1,,,1,1,,,,1,,1,,1.945910149,
2017-18,Ségou,561003,,1,,,2,,1,1,,,1,2,,,,2.079441542,
2017-18,Ségou,561004,,1,2,1,1,1,,1,,,2,2,,1,,2.48490665,
2017-18,Ségou,561005,,,,3,,,1,2,,1,1,2,,1,,2.397895273,
2017-18,Ségou,561006,,1,1,1,1,1,,2,,,2,2,,1,,2.48490665,
2017-18,Ségou,561007,2,1,,,1,1,1,,,,1,2,,1,,2.302585093,
2017-18,Ségou,561008,1,1,,,1,,,,1,,,,1,,,1.609437912,
2017-18,Ségou,561009,,2,,,,1,,2,,,,,,1,,1.791759469,
2017-18,Ségou,562001,2,2,2,,,2,,2,3,2,1,,1,,,2.833213344,
2017-18,Ségou,562002,,1,,1,1,1,,,,1,1,1,,,,1.945910149,
2017-18,Ségou,562003,2,2,1,1,3,1,1,1,2,,,3,3,,,2.995732274,
2017-18,Ségou,562004,1,1,,,,1,,1,1,,1,3,,1,,2.302585093,
2017-18,Ségou,562005,,1,1,,,1,,1,,,1,1,,1,,1.945910149,
2017-18,Ségou,562006,2,3,1,,1,1,1,1,1,1,,,2,1,,2.708050201,
2017-18,Ségou,562007,1,3,,1,3,,1,2,1,,,3,2,,,2.833213344,
2017-18,Ségou,562008,1,1,,,2,,,1,2,,,,1,,,2.079441542,
2017-18,Ségou,562009,2,,,1,,1,,,,,1,,,,,1.609437912,
2017-18,Ségou,563001,,2,1,,1,1,1,1,,1,,,,2,,2.302585093,
2017-18,Ségou,563002,,2,,,,1,,1,,,,,1,,,1.609437912,
2017-18,Ségou,563003,,,,,2,1,2,,,,1,5,,2,,2.564949357,
2017-18,Ségou,563004,2,,,,2,,1,1,4,1,,,1,,,2.48490665,
2017-18,Ségou,563005,,1,1,,2,,,1,3,1,,3,,,,2.48490665,
2017-18,Ségou,563006,,,1,1,1,,1,,1,,,,2,,,1.945910149,
2017-18,Ségou,563007,1,2,2,1,2,1,,,1,2,1,,2,,,2.708050201,
2017-18,Ségou,563008,,1,,,,1,,,,,,,1,,,1.098612289,
2017-18,Ségou,563009,,2,1,,2,,1,1,,,,1,,,,2.079441542,
2017-18,Ségou,564001,1,,,,,1,1,,,2,1,,,1,,1.945910149,
2017-18,Ségou,564002,,2,1,,1,1,,,1,3,1,,3,1,,2.63905733,
2017-18,Ségou,564003,,,1,,1,,,,2,,,,2,,,1.791759469,
2017-18,Ségou,564004,,2,1,,2,,1,1,,,1,,1,1,,2.302585093,
2017-18,Ségou,564005,,2,,,,1,,2,,2,,,1,,,2.079441542,
2017-18,Ségou,564006,1,,,,1,,1,,,,,,1,1,,1.609437912,
2017-18,Ségou,564007,,,,,,1,,,,,,,2,1,,1.386294361,
2017-18,Ségou,564008,1,,,2,2,1,,1,,,,2,,1,,2.302585093,
2017-18,Ségou,564009,,1,1,,1,2,1,,,1,,,1,1,,2.197224577,
2017-18,Ségou,565001,,,,,,1,,,1,1,1,,,1,,1.609437912,
2017-18,Ségou,565002,,,,,,2,,1,,,,2,,1,,1.791759469,
2017-18,Ségou,565003,,,,,,,,,,,,1,,,,,
2017-18,Ségou,565004,,,3,1,,1,,,2,,,1,1,,,2.197224577,
2017-18,Ségou,565005,1,3,2,,3,,,1,,1,2,1,1,,,2.708050201,
2017-18,Ségou,565006,3,3,,,2,1,,,2,,1,1,2,,,2.708050201,
2017-18,Ségou,565007,,1,,,1,,1,1,1,2,,,1,,,2.079441542,
2017-18,Ségou,565008,,1,1,,2,,1,1,1,,,,1,,,2.079441542,
2017-18,Ségou,565009,,,,1,,4,,1,3,1,1,2,1,1,,2.708050201,
2017-18,Ségou,566001,,,,,,1,1,,,,,2,,1,,1.609437912,
2017-18,Ségou,566002,2,5,4,1,3,2,,3,3,3,,1,3,,,3.401197382,
2017-18,Ségou,566003,,1,,1,,1,,2,,2,,,1,1,,2.197224577,
2017-18,Ségou,566004,1,1,1,,1,,,,,1,,,,1,,1.791759469,
2017-18,Ségou,566005,2,1,,,3,,1,,2,1,,1,1,1,,2.564949357,
2017-18,Ségou,566006,1,3,1,,1,1,,2,,1,,,2,,,2.48490665,
2017-18,Ségou,566007,,,,1,,,1,,3,,2,2,,1,,2.302585093,
2017-18,Ségou,566008,,,2,2,,1,,,2,,1,1,1,,,2.302585093,
2017-18,Ségou,566009,2,1,3,,1,1,,,3,1,1,,2,,,2.708050201,
2017-18,Ségou,567001,1,2,1,,1,,1,,,1,,1,1,,,2.197224577,
2017-18,Ségou,567002,2,,,1,2,1,1,3,2,,,,1,1,,2.63905733,
2017-18,Ségou,567003,1,,,,,1,,,2,1,2,,,1,,2.079441542,
2017-18,Ségou,567004,,2,,,,1,,1,,1,1,,,1,,1.945910149,
2017-18,Ségou,567005,2,2,,,,2,,,2,1,1,1,,1,,2.48490665,
2017-18,Ségou,567006,2,,,,1,1,,,,,2,2,1,,,2.197224577,
2017-18,Ségou,567007,2,2,1,1,1,2,,1,3,1,,,1,,,2.708050201,
2017-18,Ségou,567008,1,,,,4,2,,,2,,,1,,1,,2.397895273,
2017-18,Ségou,567009,1,,,,1,1,1,1,2,,,,2,,,2.197224577,
2017-18,Ségou,568001,,1,1,,1,,1,,,,,,1,1,,1.791759469,
2017-18,Ségou,568002,,1,1,1,2,2,,,1,1,3,1,2,1,,2.772588722,
2017-18,Ségou,568003,,,,,1,2,,2,,,,1,,2,,2.079441542,
2017-18,Ségou,568004,1,2,,1,,2,,2,1,1,,,1,,,2.397895273,
2017-18,Ségou,568005,1,,,,1,,1,1,2,1,,,1,1,,2.197224577,
